english_caption,bengali_caption
a dirty looking man standing in front of an overfilled red grocery chart,একটি অপ্রয়োজনীয় লাল মুদি চার্টের সামনে দাঁড়িয়ে একজন নোংরা চেহারার লোক
a homeless man has a shopping cart full of junk .,একজন গৃহহীন লোক আবর্জনা ভরা একটি বাজারের গাড়ি নিয়ে দাঁড়িয়ে আছে
a older man is wearing a torn up suit and is leaning on an orange shopping cart full of items .,একজন বয়স্ক ব্যক্তি একটি ছেঁড়া স্যুট পরেছেন এবং কমলা শপিং কার্টে হেলান দিয়ে আছেন
a scruffy man is standing in front of a red shopping cart filled with boxes .,একজন অপরিষ্কার লোক বাক্সভর্তি শপিং করার ছোট ঠেলাগাড়ির পাশে দাঁড়িয়ে আছে
a shabby looking man stands near a carriage full of crates .,এক জঞ্জাল চেহারার লোক ক্রেট ভরা গাড়ীর কাছে দাঁড়িয়ে আছে।
a dog chases a nerf ball in the grass .,ঘাসের মধ্যে একটি কুকুর একটি নার্ফ বল কে তাড়া করে
a dog playing fetch in a green field .,সবুজ মাঠে একটি কুকুর ফেচ খেলছে
a multicolor dog chasing after a ball across the grass .,ঘাসের উপরে একটি বলের পিছনে থাকা একটি বহুরঙ্গী কুকুর।
dog chasing after a ball on the grass .,একটি কুকুর মাঠের মধ্যে একটি বল ধরার জন্য দৌড়াচ্ছে
wolf-like dog chasing white wiffle ball through a green field .,নেকড়ের মতো কুকুর একটি সবুজ মাঠের মধ্য দিয়ে সাদা উইফলের বল তাড়া করছে।
a pair of long necked birds swimming .,এক জোড়া লম্বা গলার পাখি সাতার কাটছে
two swans glide on river .,দুটি রাজহাঁস নদীতে সাঁতার কাটছে
two swans swimming in the water .,দুটি রাঁজহাস পানিতে সাঁতার কাটছে
two swans swimming near the shore .,তীরের কাছে দুটি রাজহাঁস সাঁতার কাটছে।
two white swans in the lake .,হ্রদের পানিতে দুইটি সাদা রাজহাঁস
a boy in blue shorts standing in the surf .,নীল শর্ট পরা একটি ছেলে সমুদ্র তরংগের ফেনার উপর দাড়িয়ে আছে
a boy is standing in the ocean with his arms outstretched .,একটি বালক সমুদ্রে হাত মেলে দাঁড়িয়ে আছে
a child in water .,পানিতে একটি বাচ্চা
a young boy wearing blue swim trunks on the beach walking into the water .,সমুদ্র সৈকতে নীল সাঁতার কাণ্ড পরা একটি যুবক জলের মধ্যে হাঁটছে।
